Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls
36,408,No,Yes,43,29.9,123,5.08,129.1,117
51,510,No,Yes,28,276.7,121,47.04,203.7,99
122,415,No,No,0,141.4,128,24.04,146.4,70
84,408,No,Yes,41,153.9,102,26.16,140.7,117
91,415,No,No,0,190.5,128,32.39,205.5,103
110,408,No,No,0,192.6,102,32.74,178.9,118
91,408,Yes,No,0,151.8,115,25.81,103.6,116
121,408,No,No,0,215.6,74,36.65,192.9,98
109,415,No,No,0,180,100,30.6,229,103
95,510,No,No,0,157.3,116,26.74,197.5,77
72,415,No,No,0,196.5,88,33.41,158.6,129
73,415,No,No,0,240.3,130,40.85,162.5,83
108,415,No,No,0,193.3,126,32.86,154.7,85
58,408,No,Yes,39,211.9,40,36.02,274.4,76
148,415,Yes,No,0,218.7,111,37.18,155.6,133
76,510,Yes,No,0,246.8,110,41.96,206.3,63
103,415,No,No,0,174.7,151,29.7,148,56
87,415,No,No,0,240,83,40.8,134.1,106
35,510,No,Yes,37,181.2,76,30.8,177.6,98
88,415,No,No,0,113.7,67,19.33,165.1,127
67,415,No,Yes,41,174.7,86,29.7,160.6,93
77,510,No,Yes,29,211.1,89,35.89,223.5,97
124,510,No,No,0,169.3,108,28.78,178.6,91
30,415,No,No,0,247.4,107,42.06,175.9,76
53,415,No,Yes,32,131.2,63,22.3,227.4,125
152,510,No,No,0,161.4,84,27.44,163.6,88
100,510,Yes,No,0,107.2,98,18.22,86.8,122
59,408,No,Yes,32,211.9,120,36.02,202.9,136
143,510,No,No,0,160.4,120,27.27,285.9,104
142,510,No,Yes,40,230.7,101,39.22,256.8,88
105,408,No,No,0,232.6,96,39.54,253.4,117
111,408,No,No,0,294.7,90,50.1,294.6,72
143,510,No,No,0,133.4,107,22.68,223.9,117
93,408,No,Yes,22,306.2,123,52.05,189.7,83
79,415,No,No,0,236.8,135,40.26,186.4,87
68,415,Yes,Yes,24,125.7,92,21.37,275.9,98
93,510,Yes,No,0,168.4,114,28.63,276,127
103,415,No,No,0,70.9,134,12.05,134.5,112
144,510,No,Yes,38,105,86,17.85,121.8,123
93,415,No,No,0,152.1,141,25.86,215.5,107
149,510,Yes,No,0,180.9,79,30.75,194.9,83
23,510,No,Yes,31,156.6,84,26.62,161.5,96
221,510,No,Yes,24,180.5,85,30.69,224.1,92
164,510,No,Yes,30,238.8,100,40.6,230,121
104,415,No,Yes,18,182.1,66,30.96,213.6,65
150,415,No,Yes,35,139.6,72,23.73,332.8,170
184,408,No,Yes,12,200.3,76,34.05,253.6,105
88,408,No,No,0,153.5,94,26.1,251.7,118
61,415,Yes,Yes,29,128.2,119,21.79,171.7,83
110,408,No,No,0,159.5,145,27.12,202.3,101
115,415,No,No,0,226.4,101,38.49,276.8,60
33,408,No,No,0,251.9,81,42.82,194.6,96
100,510,No,No,0,264.5,117,44.97,194,111
209,415,No,No,0,153.7,105,26.13,188.6,87
27,510,No,No,0,232.1,81,39.46,210.8,101
117,415,No,No,0,201.9,86,34.32,212.3,96
87,408,No,No,0,186.9,79,31.77,182.6,105
129,510,No,Yes,27,196.6,89,33.42,180.6,95
142,510,No,No,0,232.1,102,39.46,168.2,110
112,415,No,No,0,166,79,28.22,74.6,100
75,510,No,Yes,28,200.6,96,34.1,164.1,111
97,408,No,Yes,25,141,101,23.97,212,85
121,408,No,Yes,34,245,95,41.65,216.9,66
142,415,Yes,No,0,140.8,140,23.94,228.6,119
121,510,No,No,0,255.1,93,43.37,266.9,97
87,415,No,Yes,33,125,99,21.25,235.3,81
34,408,No,No,0,180.6,65,30.7,280.4,99
177,415,Yes,No,0,248.7,118,42.28,172.3,73
58,415,No,Yes,30,178.1,111,30.28,236.7,109
113,415,Yes,No,0,122.2,112,20.77,131.7,94
101,415,No,No,0,231.3,87,39.32,224.7,88
89,415,No,No,0,111.2,101,18.9,122.1,94
77,408,Yes,Yes,44,103.2,117,17.54,236.3,86
146,510,No,No,0,138.4,104,23.53,158.9,122
93,415,No,No,0,146.3,85,24.87,216.6,95
160,415,No,No,0,206.3,66,35.07,241.1,109
55,415,No,No,0,132,103,22.44,279.6,114
88,408,No,No,0,274.6,105,46.68,161.1,121
63,510,No,No,0,185.3,87,31.5,225.3,87
127,415,No,Yes,24,154.8,69,26.32,177.2,105
57,415,No,Yes,30,179.2,105,30.46,283.2,83
138,510,Yes,No,0,286.2,61,48.65,187.2,60
115,408,No,No,0,268,115,45.56,153.6,106
171,415,No,No,0,137.5,110,23.38,198.1,109
148,408,No,No,0,243,115,41.31,191.8,91
127,510,No,No,0,134.9,79,22.93,221.5,114
61,415,No,No,0,234.2,76,39.81,216.7,108
131,415,No,No,0,175.1,73,29.77,171.9,116
88,408,No,No,0,142.2,107,24.17,262.4,84
130,510,No,No,0,132.4,81,22.51,200.3,110
89,415,No,Yes,24,97.8,98,16.63,207.2,67
82,415,No,No,0,266.9,83,45.37,229.7,74
138,510,No,Yes,33,155.2,139,26.38,268.3,79
115,415,No,No,0,200.2,92,34.03,244.9,107
84,415,No,No,0,289.1,100,49.15,233.8,97
117,510,Yes,No,0,198.4,121,33.73,249.5,104
60,415,No,No,0,180.3,67,30.65,208,68
62,415,No,No,0,86.3,84,14.67,238.7,99
133,510,No,No,0,295,141,50.15,223.6,101
131,408,No,No,0,240.9,108,40.95,167.4,91
65,408,No,No,0,207.7,109,35.31,217.5,117
120,510,No,Yes,27,128.5,115,21.85,163.7,91
142,510,No,Yes,22,224.4,114,38.15,146,106
134,415,No,No,0,164.9,115,28.03,126.5,96
87,415,No,No,0,238,97,40.46,164.5,97
139,415,No,Yes,43,231,85,39.27,222.3,82
76,408,No,No,0,107.3,140,18.24,238.2,133
100,408,No,No,0,185,122,31.45,182.5,92
99,415,No,Yes,31,244.1,71,41.5,203.4,58
99,510,No,No,0,238.4,96,40.53,246.5,130
48,415,No,Yes,27,141.1,109,23.99,224.7,94
57,415,No,No,0,158.1,117,26.88,115.2,149
106,415,No,Yes,30,220.1,105,37.42,222.2,109
170,415,No,Yes,42,199.5,119,33.92,135,90
78,415,No,No,0,109.5,105,18.62,286.1,90
39,408,No,No,0,187.2,110,31.82,114.7,116
127,510,No,No,0,107.9,128,18.34,187,77
119,510,Yes,Yes,22,172.1,119,29.26,223.6,133
114,408,No,No,0,203.8,85,34.65,87.8,110
95,408,No,No,0,160,133,27.2,215.3,98
116,408,No,No,0,51.1,106,8.69,208.6,137
110,415,No,No,0,227.7,88,38.71,170,96
74,510,No,No,0,203.8,77,34.65,205.1,111
148,408,No,Yes,33,241.7,84,41.09,165.8,84
83,510,No,No,0,78.1,70,13.28,239.3,115
73,408,No,No,0,187.8,95,31.93,149.2,143
111,415,No,Yes,21,127.1,94,21.61,228.3,116
84,415,No,No,0,280,113,47.6,202.2,90
75,510,Yes,No,0,153.2,78,26.04,210.8,99
114,415,No,Yes,26,137.1,88,23.31,155.7,125
71,510,Yes,No,0,186.1,114,31.64,198.6,140
58,415,No,Yes,22,224.1,127,38.1,238.8,85
106,408,No,Yes,29,83.6,131,14.21,203.9,131
172,408,No,No,0,203.9,109,34.66,234,123
45,415,No,No,0,211.3,87,35.92,165.7,97
100,408,Yes,No,0,219.4,112,37.3,225.7,102
94,415,No,No,0,190.4,91,32.37,92,107
128,415,No,No,0,147.7,94,25.11,283.3,83
181,408,No,No,0,229.9,130,39.08,144.4,93
127,408,No,No,0,102.8,128,17.48,143.7,95
89,415,No,No,0,178.7,81,30.38,233.7,74
149,415,No,Yes,18,148.5,106,25.25,114.5,106
103,510,No,Yes,29,164.1,111,27.9,219.1,96
163,415,Yes,No,0,197.2,90,33.52,188.5,113
52,415,No,No,0,124.9,131,21.23,300.5,118
89,415,No,No,0,115.4,99,19.62,209.9,115
122,510,Yes,No,0,140,101,23.8,196.4,77
60,415,No,No,0,193.9,118,32.96,85,110
62,408,No,No,0,321.1,105,54.59,265.5,122
117,415,No,No,0,118.4,126,20.13,249.3,97
159,415,No,No,0,169.8,114,28.87,197.7,105
78,408,No,No,0,193.4,99,32.88,116.9,88
96,415,No,No,0,106.6,128,18.12,284.8,87
79,415,No,No,0,134.7,98,22.9,189.7,68
192,415,No,Yes,36,156.2,77,26.55,215.5,126
68,415,No,No,0,231.1,57,39.29,153.4,55
28,510,No,No,0,180.8,109,30.74,288.8,58
184,510,Yes,No,0,213.8,105,36.35,159.6,84
74,415,No,Yes,25,234.4,113,39.85,265.9,82
